store_name,order_date,order_total,delivery_platform,status
Rocket #694,2025-04-14 03:04:11.365000+00:00,29.6,UberEats,completed
Rocket #6532,2025-04-14 03:01:46.686000+00:00,13.67,DoorDash,completed
Par Mar Stores - 88 (West 7th Ave),2025-04-14 03:01:01.440000+00:00,9.17,UberEats,completed
Circle K (1810 Dry Pond Rd),2025-04-14 02:58:11.925000+00:00,13.99,UberEats,completed
Don's Xpress Center Central,2025-04-14 02:56:11.847000+00:00,17.74,DoorDash,completed
Jacksons Food Stores (#110),2025-04-14 02:56:02.660000+00:00,3.49,DoorDash,completed
Jacksons Food Stores #60,2025-04-14 02:55:29.057000+00:00,95.76,UberEats,completed
Jacksons Food Stores #54,2025-04-14 02:54:59.693000+00:00,24.98,DoorDash,completed
Jacksons Food Stores #625,2025-04-14 02:54:23.154000+00:00,10.76,UberEats,completed
Jacksons Food Stores #654,2025-04-14 02:54:17.948000+00:00,20.26,GrubHub,completed
Rocket #7968,2025-04-14 02:53:30.582000+00:00,9.66,DoorDash,completed
Quick Track 75,2025-04-14 02:53:17.958000+00:00,12.57,DoorDash,completed
Rocket #5402,2025-04-14 02:51:52.458000+00:00,3.99,DoorDash,completed
Rocket #4275,2025-04-14 02:51:46.504000+00:00,8.87,DoorDash,completed
Rotten Robbie #65,2025-04-14 02:51:23.893000+00:00,22.03,DoorDash,completed
Rocket #5458,2025-04-14 02:50:41.295000+00:00,11.96,DoorDash,completed
Quick Track - LaMa #76,2025-04-14 02:50:32.432000+00:00,7.18,DoorDash,completed
Clipper Petroleum #47,2025-04-14 02:50:09.331000+00:00,5.98,UberEats,completed
Eagle Stores (Fairborn),2025-04-14 02:49:58.944000+00:00,14.32,UberEats,completed
Quick Track 75,2025-04-14 02:48:37.656000+00:00,8.25,DoorDash,completed
Jacksons Food Stores #54,2025-04-14 02:48:14.984000+00:00,13.49,UberEats,completed
Jacksons Food Stores (#535),2025-04-14 02:47:56.218000+00:00,20.47,UberEats,completed
Circle K (3601 Flat Shoals Rd),2025-04-14 02:47:17.730000+00:00,11.16,DoorDash,completed
Energy Mart 10 - Long Shoals Rd,2025-04-14 02:47:11.244000+00:00,18.34,UberEats,denied
Atlantis Fresh Market #187,2025-04-14 02:46:40.871000+00:00,11.06,UberEats,completed
Par Mar Stores - 26,2025-04-14 02:45:21.882000+00:00,24.63,DoorDash,completed
Jacksons Food Stores #35,2025-04-14 02:45:12.166000+00:00,10.97,DoorDash,completed
Chop Chop Convenience Kelly Square,2025-04-14 02:44:30.901000+00:00,10.46,DoorDash,completed
Fast Break Corner Store,2025-04-14 02:44:14.489000+00:00,12.68,DoorDash,completed
Jacksons Food Stores #160,2025-04-14 02:42:49.430000+00:00,11.49,DoorDash,completed
Don's Xpress Center Central,2025-04-14 02:40:44.738000+00:00,9.27,UberEats,completed
Clipper Petroleum #57,2025-04-14 02:40:05.612000+00:00,10.76,DoorDash,completed
Rocket #5426,2025-04-14 02:39:54.661000+00:00,11.98,DoorDash,completed
University BP Food Mart,2025-04-14 02:39:32.884000+00:00,3.19,UberEats,completed
Clipper Petroleum #47,2025-04-14 02:38:00.376000+00:00,15.33,UberEats,completed
U-Stop Convenience Shop 56th & Old Cheney,2025-04-14 02:36:59.411000+00:00,6.98,DoorDash,completed
Jacksons Food Stores #28,2025-04-14 02:36:53.191000+00:00,7.98,DoorDash,completed
Rocket #1443,2025-04-14 02:36:34.012000+00:00,13.86,DoorDash,completed
Clipper Petroleum #91,2025-04-14 02:36:26.350000+00:00,6.18,DoorDash,completed
Dairy Queen (909 Kings Hwy),2025-04-14 02:36:05.342000+00:00,11.58,DoorDash,completed
Circle K (Southfield Rd),2025-04-14 02:35:40.671000+00:00,15.55,UberEats,completed
Rocket #4243,2025-04-14 02:35:28.693000+00:00,13.15,DoorDash,completed
Quick Stop (Frankford Ave),2025-04-14 02:34:16.430000+00:00,13.95,UberEats,completed
Rocket #4244,2025-04-14 02:33:54.428000+00:00,13.67,DoorDash,completed
Circle K (1307 Federal Dr),2025-04-14 02:33:22.720000+00:00,11.96,DoorDash,completed
Double Kwik - 1062,2025-04-14 02:32:51.110000+00:00,8.09,DoorDash,completed
Circle K (Westinghouse),2025-04-14 02:31:38.204000+00:00,9.96,UberEats,completed
Jacksons Food Stores #54,2025-04-14 02:31:00.800000+00:00,11.97,DoorDash,completed
Circle K (1896 Piedmont Rd NE),2025-04-14 02:29:46.355000+00:00,5.48,UberEats,completed
Cheers!,2025-04-14 02:28:43.879000+00:00,32.58,UberEats,completed
Shop & Save Market,2025-04-14 02:27:34.944000+00:00,7.98,DoorDash,completed
Rocket #5574,2025-04-14 02:27:13.959000+00:00,16.64,DoorDash,completed
Clipper Petroleum #47,2025-04-14 02:26:50.648000+00:00,10.29,DoorDash,completed
Rocket #6655,2025-04-14 02:24:42.843000+00:00,10.47,DoorDash,completed
Clipper Petroleum #47,2025-04-14 02:24:42.513000+00:00,16.03,DoorDash,completed
Jacksons Food Stores #166,2025-04-14 02:24:05.332000+00:00,26.22,DoorDash,completed
Par Mar Stores - 115 (Washington St West),2025-04-14 02:23:19.744000+00:00,10.66,DoorDash,completed
Rocket #5928,2025-04-14 02:22:30.106000+00:00,18.96,DoorDash,cancelled
Clipper Petroleum #47,2025-04-14 02:21:51.188000+00:00,15.74,UberEats,completed
Jacksons Food Stores #34,2025-04-14 02:21:48.964000+00:00,35.88,DoorDash,completed
Jacksons Food Stores #51,2025-04-14 02:21:46.023000+00:00,7.98,DoorDash,completed
Circle K (Airport Road),2025-04-14 02:20:21.739000+00:00,22.85,DoorDash,completed
Jacksons Food Stores #105,2025-04-14 02:19:54.866000+00:00,12.36,DoorDash,completed
Jallo Wine & Spirits,2025-04-14 02:18:42.684000+00:00,21.58,UberEats,completed
Par Mar Stores - 133,2025-04-14 02:18:03.805000+00:00,11.97,DoorDash,cancelled
Chicken King (Folsom Gas Mart),2025-04-14 02:17:57.447000+00:00,19.47,DoorDash,completed
Jacksons Food Stores #33,2025-04-14 02:17:44.271000+00:00,14.66,DoorDash,completed
Rocket #7953,2025-04-14 02:15:15.927000+00:00,16.76,UberEats,cancelled
Eagle Stores (Fairborn),2025-04-14 02:14:26.338000+00:00,11.98,GrubHub,completed
Clipper Petroleum #91,2025-04-14 02:14:17.504000+00:00,7.77,UberEats,completed
Moon Mart,2025-04-14 02:12:29.602000+00:00,29.0,UberEats,completed
King Fuels - Fannin Food Mart,2025-04-14 02:11:54.302000+00:00,5.08,UberEats,completed
Humdingers #17,2025-04-14 02:11:27.807000+00:00,5.98,DoorDash,cancelled
Moes 3 BP (Shaefer Hwy),2025-04-14 02:10:48.831000+00:00,7.98,DoorDash,denied
Circle K (3601 Flat Shoals Rd),2025-04-14 02:10:00.405000+00:00,5.18,UberEats,completed
Jacksons Food Stores (#515),2025-04-14 02:09:00.660000+00:00,24.65,DoorDash,completed
Circle K (1945 GA Hwy 211),2025-04-14 02:08:32.774000+00:00,11.17,DoorDash,completed
Atlantis Fresh Market #563,2025-04-14 02:08:25.913000+00:00,16.6,UberEats,completed
Flatshoals Food Store,2025-04-14 02:08:14.584000+00:00,17.12,UberEats,denied
Rocket #1443,2025-04-14 02:07:50.824000+00:00,10.47,DoorDash,completed
Fastbreak Convenience Store - Stewart Ave Market,2025-04-14 02:06:57.246000+00:00,17.43,DoorDash,completed
Quick Stop (Frankford Ave),2025-04-14 02:06:56.891000+00:00,7.07,UberEats,completed
Atlantis Fresh Market #30,2025-04-14 02:06:53.530000+00:00,47.76,UberEats,completed
Jacksons Food Stores #139,2025-04-14 02:06:26.577000+00:00,23.03,DoorDash,completed
Jacksons Food Stores #7,2025-04-14 02:05:54.795000+00:00,9.97,UberEats,completed
Chop Chop Convenience Stores - Southbridge,2025-04-14 02:05:48.816000+00:00,9.45,UberEats,completed
U-Stop Convenience Shop 14th & Center Park,2025-04-14 02:05:29.154000+00:00,9.98,DoorDash,completed
Clipper Petroleum #47,2025-04-14 02:03:56.418000+00:00,3.29,DoorDash,completed
Sweet Peas #13,2025-04-14 02:01:38.744000+00:00,27.86,UberEats,completed
Jacksons Food Stores #25,2025-04-14 02:01:38.563000+00:00,8.48,DoorDash,completed
Jacksons Food Stores #53,2025-04-14 02:01:31.437000+00:00,11.57,UberEats,completed
Par Mar Stores - 9 (Washington St),2025-04-14 02:01:05.353000+00:00,9.27,DoorDash,completed
Sweet Peas #15,2025-04-14 01:58:43.092000+00:00,16.64,DoorDash,completed
Fastbreak Convenience Store - Homedale Fastbreak,2025-04-14 01:58:38.557000+00:00,12.89,UberEats,completed
Circle K (8060 GA-85),2025-04-14 01:57:38.633000+00:00,21.43,UberEats,cancelled
Atlantis Fresh Market #142,2025-04-14 01:56:37.863000+00:00,7.07,DoorDash,completed
U-Stop Convenience Shop 73rd & Pine Lake,2025-04-14 01:56:05.181000+00:00,12.85,DoorDash,completed
Big Boss Country Store,2025-04-14 01:55:15.212000+00:00,10.48,UberEats,completed
Don's Xpress Center Main,2025-04-14 01:54:53.970000+00:00,13.96,DoorDash,completed
Clipper Petroleum #39,2025-04-14 01:54:18.893000+00:00,22.68,UberEats,completed
Jacksons Food Stores #805,2025-04-14 01:54:12.325000+00:00,4.47,UberEats,completed
Rocket #25,2025-04-14 01:53:54.298000+00:00,17.36,UberEats,completed
Circle K (1307 Federal Dr),2025-04-14 01:53:10.628000+00:00,3.69,UberEats,denied
Clipper Petroleum #49,2025-04-14 01:52:05.583000+00:00,4.98,DoorDash,completed
Jacksons Food Stores #179,2025-04-14 01:51:56.460000+00:00,14.48,UberEats,completed
Circle K (Airport Road),2025-04-14 01:50:58.517000+00:00,22.85,DoorDash,completed
Circle K (Southfield Rd),2025-04-14 01:50:40.712000+00:00,33.98,UberEats,cancelled
Jacksons Food Stores #149,2025-04-14 01:48:29.779000+00:00,6.29,DoorDash,completed
Atlantis Fresh Market #30,2025-04-14 01:47:32.695000+00:00,21.07,UberEats,completed
Jacksons Food Stores #665,2025-04-14 01:46:45.394000+00:00,2.69,DoorDash,completed
Clipper Petroleum #47,2025-04-14 01:46:26.577000+00:00,21.03,DoorDash,completed
Clipper Petroleum #38,2025-04-14 01:45:59.412000+00:00,3.99,UberEats,completed
Sweet Peas #03,2025-04-14 01:45:12.827000+00:00,17.44,DoorDash,completed
Quick Track 68,2025-04-14 01:44:51.819000+00:00,6.88,DoorDash,completed
Jacksons Food Stores #65,2025-04-14 01:44:04.795000+00:00,15.35,DoorDash,completed
Jacksons Food Stores #183,2025-04-14 01:43:02.969000+00:00,37.44,DoorDash,completed
Circle K (Westinghouse),2025-04-14 01:42:50.095000+00:00,16.98,UberEats,completed
Circle K (6629 Jonesboro Rd),2025-04-14 01:42:23.126000+00:00,2.29,UberEats,completed
Rocket #4246,2025-04-14 01:41:53.172000+00:00,13.37,UberEats,completed
Jacksons Food Stores (#542),2025-04-14 01:41:40.464000+00:00,5.78,UberEats,completed
Jacksons Food Stores #60,2025-04-14 01:41:24.957000+00:00,11.96,DoorDash,completed
Alta Convenience #6003,2025-04-14 01:41:10.527000+00:00,9.66,GrubHub,completed
Jacksons Food Stores #118,2025-04-14 01:39:32.684000+00:00,15.96,DoorDash,completed
Rocket #5696,2025-04-14 01:39:08.578000+00:00,12.57,DoorDash,completed
Shell Quick Save,2025-04-14 01:38:58.281000+00:00,20.64,UberEats,completed
Par Mar Stores - 183 (Seneca Trail),2025-04-14 01:38:41.638000+00:00,5.98,DoorDash,completed
Clipper Petroleum #57,2025-04-14 01:37:11.341000+00:00,2.29,UberEats,completed
Circle K (IH 35),2025-04-14 01:36:45.701000+00:00,18.97,UberEats,completed
Jacksons Food Stores #22,2025-04-14 01:36:35.765000+00:00,16.76,DoorDash,completed
Jacksons Food Stores #95,2025-04-14 01:34:48.308000+00:00,21.95,DoorDash,completed
Jacksons Food Stores #69,2025-04-14 01:34:34.114000+00:00,7.99,DoorDash,completed
Jacksons Food Stores #625,2025-04-14 01:33:16.648000+00:00,21.11,DoorDash,completed
U-Stop Convenience Shop 27th & Porter Ridge,2025-04-14 01:33:12.018000+00:00,6.27,DoorDash,completed
Quick Track- LaMa #99,2025-04-14 01:32:44.739000+00:00,5.88,UberEats,completed
Par Mar Stores - 49,2025-04-14 01:32:29.625000+00:00,6.98,DoorDash,completed
Rocket #695,2025-04-14 01:30:54.676000+00:00,10.47,DoorDash,completed
Chisholm Corner 19,2025-04-14 01:30:48.984000+00:00,16.24,DoorDash,completed
Clipper Petroleum #47,2025-04-14 01:29:40.977000+00:00,6.28,UberEats,completed
Covington Food Mart,2025-04-14 01:28:29.085000+00:00,26.61,UberEats,completed
Par Mar Stores - 167,2025-04-14 01:28:00.426000+00:00,11.99,DoorDash,cancelled
Big Bad BBQ (Washburn Chevron),2025-04-14 01:27:56.448000+00:00,46.98,DoorDash,completed
Rotten Robbie #70,2025-04-14 01:27:55.280000+00:00,16.56,DoorDash,completed
Circle K (3285 McGinnis Ferry Rd),2025-04-14 01:27:37.211000+00:00,34.1,UberEats,completed
Rocket #5734,2025-04-14 01:27:04.017000+00:00,21.85,DoorDash,completed
Circle K Carlsbad,2025-04-14 01:26:40.869000+00:00,15.86,DoorDash,completed
Circle K (14314 Spring Hill Dr),2025-04-14 01:24:18.963000+00:00,19.95,UberEats,completed
Clipper Petroleum #47,2025-04-14 01:23:50.462000+00:00,26.88,DoorDash,completed
Rocket #670,2025-04-14 01:23:00.562000+00:00,16.16,DoorDash,completed
Kangaroo Express (1684 S College St),2025-04-14 01:21:26.965000+00:00,16.24,DoorDash,completed
Chicken King (Aramex Restaurant),2025-04-14 01:20:30.387000+00:00,40.38,UberEats,completed
Circle K (3285 McGinnis Ferry Rd),2025-04-14 01:19:38.176000+00:00,25.03,UberEats,completed
Jacksons Food Stores (#540),2025-04-14 01:18:22.656000+00:00,30.34,GrubHub,completed
Alta Convenience #1340,2025-04-14 01:17:57.114000+00:00,6.58,GrubHub,cancelled
Quick Track - LaMa #70,2025-04-14 01:16:48.059000+00:00,15.77,UberEats,completed
Jacksons Food Stores #160,2025-04-14 01:16:31.095000+00:00,7.98,DoorDash,completed
Circle K (IH 35),2025-04-14 01:16:30.854000+00:00,16.48,UberEats,completed
Jacksons Food Stores #51,2025-04-14 01:14:06.060000+00:00,27.52,DoorDash,completed
Jacksons Food Stores #160,2025-04-14 01:13:41.263000+00:00,19.94,DoorDash,completed
Broadway Liquors,2025-04-14 01:13:14.526000+00:00,14.99,UberEats,completed
Jacksons Food Stores #807,2025-04-14 01:12:35.026000+00:00,12.22,UberEats,completed
Davison Fuel Inc Shell (W Davison),2025-04-14 01:12:11.599000+00:00,10.76,DoorDash,completed
Jacksons Food Stores #804,2025-04-14 01:11:43.572000+00:00,27.23,UberEats,completed
Energy Mart 10 - Long Shoals Rd,2025-04-14 01:11:26.559000+00:00,20.29,UberEats,completed
Clipper Petroleum #64,2025-04-14 01:09:44.043000+00:00,17.49,UberEats,completed
Atlantis Fresh Market #524,2025-04-14 01:08:29.677000+00:00,33.27,UberEats,completed
La Vista Food Mart,2025-04-14 01:08:26.139000+00:00,7.99,UberEats,completed
Top Shelf,2025-04-14 01:08:23.577000+00:00,13.98,UberEats,completed
Circle K (Airport Road),2025-04-14 01:08:09.449000+00:00,14.36,UberEats,completed
Clipper Petroleum #47,2025-04-14 01:07:05.118000+00:00,4.38,UberEats,completed
Rocket #679,2025-04-14 01:05:55.675000+00:00,10.47,DoorDash,completed
Alta Convenience #6105,2025-04-14 01:05:46.945000+00:00,22.64,DoorDash,completed
Jacksons Food Stores #119,2025-04-14 01:03:54.288000+00:00,13.16,DoorDash,completed
Jacksons Food Stores #811,2025-04-14 01:03:38.011000+00:00,7.57,DoorDash,completed
Jr. Markets #5,2025-04-14 01:03:16.379000+00:00,7.92,UberEats,completed
Circle K (1188 Broward Rd),2025-04-14 01:02:34.651000+00:00,16.12,DoorDash,completed
University BP Food Mart,2025-04-14 01:01:53.717000+00:00,18.26,UberEats,completed
Jacksons Food Stores #160,2025-04-14 01:01:15.654000+00:00,17.46,DoorDash,completed
Atlantis Fresh Market #92,2025-04-14 01:00:13.634000+00:00,3.87,UberEats,completed
Circle K (Westinghouse),2025-04-14 01:00:11.131000+00:00,11.9,UberEats,completed
Rocket #5642,2025-04-14 01:00:02.963000+00:00,2.19,UberEats,completed
Big Boss Stores 11 - Partin Dr N,2025-04-14 00:58:18.492000+00:00,15.57,UberEats,completed
Top Shelf,2025-04-14 00:56:11.744000+00:00,2.99,UberEats,completed
Jacksons Food Stores #22,2025-04-14 00:53:39.889000+00:00,29.97,DoorDash,completed
Jacksons Food Stores #60,2025-04-14 00:52:04.962000+00:00,13.96,DoorDash,completed
Coopers Chicken (Homedale),2025-04-14 00:51:09.189000+00:00,21.93,DoorDash,completed
Jacksons Food Stores #804,2025-04-14 00:50:52.401000+00:00,3.19,UberEats,completed
Circle K (36 Scotia Dr),2025-04-14 00:50:09.954000+00:00,15.26,UberEats,completed
Circle K (Westinghouse),2025-04-14 00:49:50.013000+00:00,18.6,UberEats,completed
Circle K (1720 Marietta Blvd NW),2025-04-14 00:48:34.854000+00:00,2.99,UberEats,completed
Quick Track 63,2025-04-14 00:47:57.087000+00:00,14.98,UberEats,completed
Jacksons Food Stores #240,2025-04-14 00:46:45.668000+00:00,7.98,UberEats,completed
Rocket #200,2025-04-14 00:46:40.873000+00:00,8.38,UberEats,completed
Fast Break Corner Store,2025-04-14 00:46:38.367000+00:00,8.67,DoorDash,completed
Jacksons Food Stores #633,2025-04-14 00:46:00.436000+00:00,22.54,GrubHub,completed
Jacksons Food Stores #119,2025-04-14 00:44:50.518000+00:00,21.25,UberEats,completed
Atlantis Fresh Market #187,2025-04-14 00:43:58.824000+00:00,7.92,UberEats,completed
Jacksons Food Stores #51,2025-04-14 00:43:37.848000+00:00,8.67,DoorDash,completed
Jacksons Food Stores #811,2025-04-14 00:42:56.278000+00:00,5.98,DoorDash,completed
Big Bad BBQ (Washburn Chevron),2025-04-14 00:42:36.995000+00:00,16.88,DoorDash,completed
Circle K (Westinghouse),2025-04-14 00:40:53.356000+00:00,11.98,UberEats,completed
Jacksons Food Stores #67,2025-04-14 00:40:51.450000+00:00,10.99,DoorDash,completed
Klondike Food Mart,2025-04-14 00:40:45.995000+00:00,10.36,UberEats,completed
Circle K (Westinghouse),2025-04-14 00:40:33.597000+00:00,15.08,UberEats,completed
Double Kwik - 2050,2025-04-14 00:40:13.212000+00:00,8.27,DoorDash,completed
Circle K Beach,2025-04-14 00:40:01.962000+00:00,7.18,UberEats,completed
Jacksons Food Stores #31,2025-04-14 00:38:41.014000+00:00,40.0,UberEats,completed
Tiger Mart #20,2025-04-14 00:38:18.118000+00:00,6.14,UberEats,completed
U-Stop Convenience Shop Highlands,2025-04-14 00:37:27.037000+00:00,5.58,DoorDash,completed
Jacksons Food Stores #94,2025-04-14 00:37:10.409000+00:00,12.49,GrubHub,completed
Circle K (1060 Plantation Blvd),2025-04-14 00:37:03.578000+00:00,24.2,UberEats,completed
Rocket #637,2025-04-14 00:36:05.332000+00:00,6.48,DoorDash,cancelled
Jacksons Food Stores #117,2025-04-14 00:36:00.742000+00:00,28.9,GrubHub,completed
Chevron Food Mart - Buford,2025-04-14 00:34:53.100000+00:00,5.18,UberEats,completed
Jacksons Food Stores #81,2025-04-14 00:34:30.265000+00:00,27.48,DoorDash,completed
Rocket #4211,2025-04-14 00:33:56.479000+00:00,1.18,DoorDash,completed
Jacksons Food Stores #607,2025-04-14 00:33:43.195000+00:00,10.66,DoorDash,completed
Rocket #5232,2025-04-14 00:33:38.019000+00:00,19.99,DoorDash,completed
Clipper Petroleum #40,2025-04-14 00:32:37.035000+00:00,13.99,UberEats,completed
3N Convenience Inc - Shell,2025-04-14 00:30:13.844000+00:00,3.29,UberEats,completed
Jacksons Food Stores #166,2025-04-14 00:29:57.513000+00:00,47.96,DoorDash,completed
Jacksons Food Stores #77,2025-04-14 00:28:39.853000+00:00,17.48,DoorDash,completed
Jacksons Food Stores #64,2025-04-14 00:28:35.361000+00:00,14.96,DoorDash,completed
Jacksons Food Stores #805,2025-04-14 00:27:36.347000+00:00,39.99,UberEats,completed
Jacksons Food Stores #73,2025-04-14 00:27:16.389000+00:00,19.49,GrubHub,completed
Par Mar Stores - 203 (Freeport  Rd),2025-04-14 00:26:40.661000+00:00,9.47,DoorDash,completed
Circle K (1810 Dry Pond Rd),2025-04-14 00:25:58.643000+00:00,6.78,UberEats,completed
Kangaroo Express (1684 S College St),2025-04-14 00:25:53.697000+00:00,7.07,DoorDash,completed
Rocket #4273,2025-04-14 00:25:42.183000+00:00,17.97,DoorDash,completed
Jacksons Food Stores #2,2025-04-14 00:25:17.938000+00:00,14.97,UberEats,completed
Circle K (Westinghouse),2025-04-14 00:23:08.834000+00:00,18.98,UberEats,completed
Coopers Chicken (Homedale),2025-04-14 00:22:45.885000+00:00,14.47,DoorDash,completed
Cambridge Goose Creek & Subway,2025-04-14 00:21:44.128000+00:00,28.14,DoorDash,completed
Jacksons Food Stores #245,2025-04-14 00:21:35.306000+00:00,10.56,DoorDash,completed
Rocket #18,2025-04-14 00:21:30.145000+00:00,11.26,DoorDash,completed
Rocket #7963,2025-04-14 00:20:02.103000+00:00,13.66,DoorDash,completed
Rocket #7961,2025-04-14 00:19:27.299000+00:00,30.75,DoorDash,completed
Shop & Save Market,2025-04-14 00:19:00.265000+00:00,26.33,DoorDash,completed
Big Bad BBQ (Washburn Chevron),2025-04-14 00:18:59.370000+00:00,23.98,DoorDash,completed
Circle K (1188 Broward Rd),2025-04-14 00:18:48.310000+00:00,5.99,DoorDash,completed
Circle K (1896 Piedmont Rd NE),2025-04-14 00:18:19.743000+00:00,4.38,UberEats,completed
Energy Mart 2 - Haywood Rd,2025-04-14 00:18:08.572000+00:00,14.17,DoorDash,completed
Chicken King (Folsom Gas Mart),2025-04-14 00:16:22.827000+00:00,18.57,DoorDash,completed
Rocket #5436,2025-04-14 00:14:41.905000+00:00,5.78,DoorDash,completed
Circle K (1896 Piedmont Rd NE),2025-04-14 00:13:57.610000+00:00,9.96,UberEats,denied
Circle K (3601 Flat Shoals Rd),2025-04-14 00:12:54.656000+00:00,2.69,DoorDash,completed
Rocket #4274,2025-04-14 00:12:27.029000+00:00,11.07,DoorDash,completed
Jacksons Food Stores #35,2025-04-14 00:11:51.420000+00:00,10.99,DoorDash,completed
Rocket #5463,2025-04-14 00:11:24.110000+00:00,19.7,DoorDash,completed
Coopers Chicken (Homedale),2025-04-14 00:11:00.266000+00:00,14.77,DoorDash,completed
Rocket #5466,2025-04-14 00:09:19.970000+00:00,11.17,DoorDash,completed
Rocket #5082,2025-04-14 00:09:16.371000+00:00,10.24,DoorDash,completed
Jacksons Food Stores #25,2025-04-14 00:09:03.697000+00:00,5.98,UberEats,completed
Riverside Sunoco,2025-04-14 00:08:41.195000+00:00,13.24,UberEats,completed
Quick Track 97,2025-04-14 00:07:42.719000+00:00,9.56,DoorDash,completed
Jacksons Food Stores #54,2025-04-14 00:07:37.147000+00:00,10.85,UberEats,completed
Jacksons Food Stores #167,2025-04-14 00:05:00.846000+00:00,20.49,GrubHub,completed
Discount Convenience #5,2025-04-14 00:04:05.305000+00:00,19.06,UberEats,completed
Jacksons Food Stores #119,2025-04-14 00:03:33.453000+00:00,7.98,UberEats,completed
Clipper Petroleum #7,2025-04-14 00:02:56.092000+00:00,9.69,DoorDash,cancelled
Circle K (Westinghouse),2025-04-14 00:02:51.449000+00:00,10.98,DoorDash,completed
University BP Food Mart,2025-04-14 00:02:46.365000+00:00,2.78,UberEats,completed
Atlantis Fresh Market  #7,2025-04-14 00:02:13.846000+00:00,14.97,UberEats,completed
Rocket #279,2025-04-14 00:01:46.458000+00:00,6.99,UberEats,completed
Circle K (3106 Jenny Lind Rd),2025-04-14 00:00:57.495000+00:00,17.98,UberEats,completed
Quick Track 80,2025-04-14 00:00:33.141000+00:00,18.95,DoorDash,completed
Yazzy's Market - 1372 Union Street,2025-04-14 00:00:17.821000+00:00,20.47,GrubHub,completed
Rocket #44,2025-04-13 23:58:34.944000+00:00,11.66,DoorDash,completed
South Eastern Convenience Stores - Gordonsville Market,2025-04-13 23:57:41.749000+00:00,25.99,DoorDash,completed
Jacksons Food Stores #245,2025-04-13 23:57:30.077000+00:00,13.96,DoorDash,completed
Circle K (3601 Flat Shoals Rd),2025-04-13 23:55:52.565000+00:00,11.68,DoorDash,denied
Rocket #5262,2025-04-13 23:55:24.561000+00:00,8.68,DoorDash,completed
Jacksons Food Stores #62,2025-04-13 23:54:52.201000+00:00,14.99,DoorDash,completed
Circle K (6629 Jonesboro Rd),2025-04-13 23:54:27.479000+00:00,9.86,UberEats,completed
Rocket #6503,2025-04-13 23:53:53.585000+00:00,6.58,DoorDash,completed
Dairy Queen (909 Kings Hwy),2025-04-13 23:52:11.434000+00:00,10.58,GrubHub,completed
Circle K (1600 Pike Ave),2025-04-13 23:51:43.170000+00:00,5.38,UberEats,denied
Rocket #43,2025-04-13 23:51:41.296000+00:00,7.98,DoorDash,completed
Energy Mart 10 - Long Shoals Rd,2025-04-13 23:50:20.251000+00:00,23.98,UberEats,completed
Jacksons Food Stores #61,2025-04-13 23:50:01.702000+00:00,8.48,DoorDash,completed
Chicken King (Kim Hoang),2025-04-13 23:48:52.226000+00:00,25.95,DoorDash,completed
One Stop Convenience,2025-04-13 23:46:34.184000+00:00,26.79,UberEats,completed
Jacksons Food Stores #119,2025-04-13 23:46:25.587000+00:00,25.22,DoorDash,completed
Fast Break Corner Store,2025-04-13 23:46:22.587000+00:00,22.98,DoorDash,completed
Daily Mart,2025-04-13 23:46:06.311000+00:00,7.49,UberEats,completed
Rocket #1297,2025-04-13 23:45:58.492000+00:00,11.56,DoorDash,completed
Jacksons Food Stores #633,2025-04-13 23:45:33.629000+00:00,23.22,DoorDash,completed
Clipper Petroleum #7,2025-04-13 23:44:47.579000+00:00,18.49,UberEats,cancelled
Jacksons Food Stores #184,2025-04-13 23:44:39.720000+00:00,11.97,GrubHub,completed
Circle K - Main St,2025-04-13 23:44:34.646000+00:00,6.78,DoorDash,completed
U-Stop Convenience Shop 21st & K,2025-04-13 23:44:30.351000+00:00,6.58,UberEats,completed
Fast Break Corner Store,2025-04-13 23:41:24.070000+00:00,3.69,DoorDash,completed
Circle K (8060 GA-85),2025-04-13 23:34:24.920000+00:00,10.47,UberEats,cancelled
Circle K (Westinghouse),2025-04-13 23:32:20.740000+00:00,19.37,UberEats,completed
Jacksons Food Stores #64,2025-04-13 23:32:13.458000+00:00,18.35,UberEats,completed
Chop Chop Convenience Kelly Square,2025-04-13 23:30:51.963000+00:00,4.17,UberEats,completed
Quick Track - LaMa #76,2025-04-13 23:30:27.620000+00:00,7.78,UberEats,completed
Rocket #5686,2025-04-13 23:29:44.688000+00:00,13.65,DoorDash,completed
Jacksons Food Stores #2,2025-04-13 23:29:22.233000+00:00,20.47,UberEats,completed
Jacksons Food Stores #166,2025-04-13 23:28:55.424000+00:00,12.66,UberEats,completed
Jacksons Food Stores #28,2025-04-13 23:26:27.997000+00:00,28.46,UberEats,completed
Flatshoals Food Store,2025-04-13 23:26:14.013000+00:00,4.98,UberEats,completed
Jacksons Food Stores #60,2025-04-13 23:24:37.982000+00:00,11.96,DoorDash,completed
Jacksons Food Stores #53,2025-04-13 23:24:31.723000+00:00,82.47,DoorDash,completed
Jacksons Food Stores (#520),2025-04-13 23:24:16.535000+00:00,16.74,DoorDash,completed
Jacksons Food Stores #117,2025-04-13 23:22:55.992000+00:00,32.46,DoorDash,completed
Rocket #7790,2025-04-13 23:22:38.385000+00:00,26.13,DoorDash,completed
Atlantis Fresh Market #92,2025-04-13 23:22:10.339000+00:00,2.99,UberEats,completed
